2018-Mar-09 03:00:00.0000, -1.516617757318372E+08,  2.425034348489445E+07, -1.605456324383896E+06, -9.100294104343892E+00, -3.123603149090828E+01, -5.480545246293040E-01,
2018-Mar-10 03:00:00.0000, -1.524273083690259E+08,  2.154837821338138E+07, -1.652583693031741E+06, -8.620523001689364E+00, -3.130796075434776E+01, -5.428387964189572E-01,
2018-Mar-11 03:00:00.0000, -1.531514317816755E+08,  1.884058578176841E+07, -1.699255810987064E+06, -8.141782105288128E+00, -3.137093482963487E+01, -5.375169099496446E-01,
2018-Mar-12 03:00:00.0000, -1.538342439377954E+08,  1.612773584794704E+07, -1.745463661446025E+06, -7.664277861582787E+00, -3.142504891674615E+01, -5.320924686717472E-01,
2018-Mar-13 03:00:00.0000, -1.544758604016804E+08,  1.341058959595989E+07, -1.791198541141334E+06, -7.188211117763396E+00, -3.147040391101767E+01, -5.265691246926263E-01,
2018-Mar-14 03:00:00.0000, -1.550764138432723E+08,  1.068989925905462E+07, -1.836452063989002E+06, -6.713776966788459E+00, -3.150710605348548E+01, -5.209505661171541E-01,
2018-Mar-15 03:00:00.0000, -1.556360535351208E+08,  7.966407672781962E+06, -1.881216163699380E+06, -6.241164615118048E+00, -3.153526658513992E+01, -5.152405056911498E-01,
2018-Mar-16 03:00:00.0000, -1.561549448388555E+08,  5.240847857777278E+06, -1.925483095455552E+06, -5.770557271942497E+00, -3.155500140549423E+01, -5.094426705384620E-01,
2018-Mar-17 03:00:00.0000, -1.566332686829700E+08,  2.513942631856604E+06, -1.969245436746190E+06, -5.302132058731964E+00, -3.156643073577147E+01, -5.035607928280843E-01,
2018-Mar-18 03:00:00.0000, -1.570712210336376E+08, -2.135957490190391E+05, -2.012496087427780E+06, -4.836059938165971E+00, -3.156967878729739E+01, -4.975986012506830E-01,
2018-Mar-19 03:00:00.0000, -1.574690123601868E+08, -2.941065921366649E+06, -2.055228269082102E+06, -4.372505661452308E+00, -3.156487343564319E+01, -4.915598132161296E-01,
2018-Mar-20 03:00:00.0000, -1.578268670967865E+08, -5.667777716921214E+06, -2.097435523728230E+06, -3.911627733125147E+00, -3.155214590110771E+01, -4.854481277045597E-01,
2018-Mar-21 03:00:00.0000, -1.581450231018138E+08, -8.393052438063914E+06, -2.139111711943214E+06, -3.453578392433458E+00, -3.153163043611584E+01, -4.792672187202953E-01,
2018-Mar-22 03:00:00.0000, -1.584237311162968E+08, -1.111622310656055E+07, -2.180251010441902E+06, -2.998503610426853E+00, -3.150346402008953E+01, -4.730207293125748E-01,
2018-Mar-23 03:00:00.0000, -1.586632542227533E+08, -1.383663468627804E+07, -2.220847909163541E+06, -2.546543101858516E+00, -3.146778606229651E+01, -4.667122661334524E-01,
2018-Mar-24 03:00:00.0000, -1.588638673056661E+08, -1.655364428058690E+07, -2.260897207910405E+06, -2.097830351031178E+00, -3.142473811312001E+01, -4.603453945053833E-01,
2018-Mar-25 03:00:00.0000, -1.590258565147623E+08, -1.926662130520002E+07, -2.300394012581402E+06, -1.652492650714233E+00, -3.137446358413273E+01, -4.539236339714527E-01,
2018-Mar-26 03:00:00.0000, -1.591495187321879E+08, -2.197494763720787E+07, -2.339333731040617E+06, -1.210651153254420E+00, -3.131710747728141E+01, -4.474504542943549E-01,
2018-Mar-27 03:00:00.0000, -1.592351610445944E+08, -2.467801774112840E+07, -2.377712068658845E+06, -7.724209330097030E-01, -3.125281612345195E+01, -4.409292718754472E-01,
2018-Mar-28 03:00:00.0000, -1.592831002210766E+08, -2.737523877277617E+07, -2.415525023562092E+06, -3.379110592190628E-01, -3.118173693060259E+01, -4.343634465506749E-01,
2018-Mar-29 03:00:00.0000, -1.592936621978255E+08, -3.006603066179096E+07, -2.452768881618468E+06,  9.277532155483810E-02, -3.110401814163772E+01, -4.277562787306568E-01,
2018-Mar-30 03:00:00.0000, -1.592671815702880E+08, -3.274982617367200E+07, -2.489440211191442E+06,  5.195408942705297E-01, -3.101980860214723E+01, -4.211110068475215E-01,
2018-Mar-31 03:00:00.0000, -1.592040010935476E+08, -3.542607095217510E+07, -2.525535857684724E+06,  9.422940763627409E-01, -3.092925753812190E+01, -4.144308050811922E-01,
2018-Apr-01 03:00:00.0000, -1.591044711915754E+08, -3.809422354293895E+07, -2.561052937902238E+06,  1.360948911615799E+00, -3.083251434374116E+01, -4.077187813507308E-01,
2018-Apr-02 03:00:00.0000, -1.589689494759297E+08, -4.075375539921331E+07, -2.595988834245546E+06,  1.775424957669550E+00, -3.072972837928308E+01, -4.009779755594067E-01,
2018-Apr-03 03:00:00.0000, -1.587978002744250E+08, -4.340415087056509E+07, -2.630341188770667E+06,  2.185647167863061E+00, -3.062104877918566E+01, -3.942113580949993E-01,
2018-Apr-04 03:00:00.0000, -1.585913941702307E+08, -4.604490717543865E+07, -2.664107897126311E+06,  2.591545768053024E+00, -3.050662427022393E+01, -3.874218285835571E-01,
2018-Apr-05 03:00:00.0000, -1.583501075518079E+08, -4.867553435844012E+07, -2.697287102395069E+06,  2.993056129038599E+00, -3.038660299971827E+01, -3.806122148886395E-01,
2018-Apr-06 03:00:00.0000, -1.580743221740363E+08, -5.129555523320849E+07, -2.729877188858483E+06,  3.390118635185497E+00, -3.026113237364630E+01, -3.737852723478152E-01,
2018-Apr-07 03:00:00.0000, -1.577644247308349E+08, -5.390450531172115E+07, -2.761876775705773E+06,  3.782678549846744E+00, -3.013035890449218E+01, -3.669436832273050E-01,
